"","honeycomb","score"
"48831","lacdekt",615
"48832","tacdekl",450
"48833","adelopt",1006
"48834","daelopt",1004
"48835","eadlopt",1385
"48836","ladeopt",1212
"48837","oadelpt",696
"48838","padelot",961
"48839","tadelop",912
"48840","adefitz",188
"48841","daefitz",284
"48842","eadfitz",335
"48843","fadeitz",201
"48844","iadeftz",189
"48845","tadefiz",238
"48846","zadefit",108
"48847","abdgort",389
"48848","badgort",235
"48849","dabgort",176
"48850","gabdort",160
"48851","oabdgrt",345
"48852","rabdgot",363
"48853","tabdgor",267
"48854","acghilt",449
"48855","caghilt",379
"48856","gachilt",148
"48857","hacgilt",337
"48858","iacghlt",467
"48859","lacghit",467
"48860","tacghil",404
"48861","aeilrtw",1176
"48862","eailrtw",1469
"48863","iaelrtw",1045
"48864","laeirtw",964
"48865","raeiltw",1397
"48866","taeilrw",1352
"48867","waeilrt",389
"48868","adilntw",330
"48869","dailntw",127
"48870","iadlntw",302
"48871","ladintw",243
"48872","nadiltw",273
"48873","tadilnw",206
"48874","wadilnt",110
"48875","ahklnot",339
"48876","haklnot",185
"48877","kahlnot",119
"48878","lahknot",283
"48879","nahklot",165
"48880","oahklnt",271
"48881","tahklno",235
"48882","aeikltv",482
"48883","eaikltv",536
"48884","iaekltv",451
"48885","kaeiltv",247
"48886","laeiktv",556
"48887","taeiklv",459
"48888","vaeiklt",325
"48889","agiklnt",822
"48890","gaiklnt",857
"48891","iagklnt",1027
"48892","kagilnt",267
"48893","lagiknt",707
"48894","nagiklt",1032
"48895","tagikln",633
"48896","agilnty",1021
"48897","gailnty",984
"48898","iaglnty",1131
"48899","laginty",966
"48900","nagilty",1188
"48901","tagilny",746
"48902","yagilnt",488
"48903","adimnrt",722
"48904","daimnrt",254
"48905","iadmnrt",532
"48906","madinrt",416
"48907","nadimrt",568
"48908","radimnt",442
"48909","tadimnr",466
"48910","acegnty",426
"48911","caegnty",218
"48912","eacgnty",387
"48913","gacenty",186
"48914","nacegty",418
"48915","tacegny",376
"48916","yacegnt",167
"48917","adegnot",776
"48918","daegnot",773
"48919","eadgnot",1028
"48920","gadenot",500
"48921","nadegot",871
"48922","oadegnt",611
"48923","tadegno",739
"48924","afklntu",222
"48925","faklntu",92
"48926","kaflntu",76
"48927","lafkntu",176
"48928","nafkltu",162
"48929","tafklnu",130
"48930","uafklnt",140
"48931","adilrty",536
"48932","dailrty",305
"48933","iadlrty",419
"48934","ladirty",435
"48935","radilty",411
"48936","tadilry",354
"48937","yadilrt",360
"48938","aglotuy",280
"48939","galotuy",232
"48940","lagotuy",332
"48941","oagltuy",281
"48942","taglouy",250
"48943","uagloty",142
"48944","yaglotu",243
"48945","aemortu",934
"48946","eamortu",1192
"48947","maeortu",860
"48948","oaemrtu",722
"48949","raemotu",1308
"48950","taemoru",1187
"48951","uaemort",509
"48952","adeirtw",1491
"48953","daeirtw",1545
"48954","eadirtw",2167
"48955","iadertw",1183
"48956","radeitw",1979
"48957","tadeirw",1432
"48958","wadeirt",775
"48959","ailntwy",441
"48960","ialntwy",372
"48961","laintwy",388
"48962","nailtwy",353
"48963","tailnwy",344
"48964","wailnty",173
"48965","yailntw",297
"48966","aceimtx",355
"48967","caeimtx",241
"48968","eacimtx",314
"48969","iacemtx",316
"48970","maceitx",271
"48971","taceimx",332
"48972","xaceimt",111
"48973","aeimrtx",904
"48974","eaimrtx",1196
"48975","iaemrtx",769
"48976","maeirtx",801
"48977","raeimtx",1137
"48978","taeimrx",1048
"48979","xaeimrt",159
"48980","amnotxy",287
"48981","manotxy",246
"48982","namotxy",230
"48983","oamntxy",238
"48984","tamnoxy",208
"48985","xamnoty",67
"48986","yamnotx",160
"48987","agintxy",347
"48988","gaintxy",332
"48989","iagntxy",390
"48990","nagitxy",422
"48991","taginxy",334
"48992","xaginty",60
"48993","yagintx",112
"48994","abelotw",519
"48995","baelotw",465
"48996","eablotw",493
"48997","labeotw",588
"48998","oabeltw",361
"48999","tabelow",466
"49000","wabelot",202
"49001","adekotw",178
"49002","daekotw",320
"49003","eadkotw",343
"49004","kadeotw",122
"49005","oadektw",195
"49006","tadekow",225
"49007","wadekot",235
"49008","benopty",178
"49009","ebnopty",372
"49010","nbeopty",304
"49011","obenpty",333
"49012","pbenoty",243
"49013","tbenopy",320
"49014","ybenopt",195
"49015","celmotu",283
"49016","eclmotu",417
"49017","lcemotu",365
"49018","mcelotu",299
"49019","ocelmtu",358
"49020","tcelmou",398
"49021","ucelmot",278
"49022","eglnoty",392
"49023","gelnoty",305
"49024","legnoty",351
"49025","negloty",326
"49026","oeglnty",362
"49027","teglnoy",281
"49028","yeglnot",294
"49029","aeglmrt",1592
"49030","eaglmrt",1703
"49031","gaelmrt",842
"49032","laegmrt",902
"49033","maeglrt",798
"49034","raeglmt",1369
"49035","taeglmr",1187
"49036","ceilmrt",503
"49037","ecilmrt",1221
"49038","icelmrt",1007
"49039","lceimrt",641
"49040","mceilrt",605
"49041","rceilmt",1020
"49042","tceilmr",940
"49043","aehlpty",758
"49044","eahlpty",634
"49045","haelpty",308
"49046","laehpty",676
"49047","paehlty",540
"49048","taehlpy",581
"49049","yaehlpt",353
"49050","eilnprt",1683
"49051","ielnprt",1317
"49052","leinprt",715
"49053","neilprt",949
"49054","peilnrt",833
"49055","reilnpt",1335
"49056","teilnpr",1255
"49057","deiltvw",601
"49058","ediltvw",731
"49059","ideltvw",490
"49060","ldeitvw",517
"49061","tdeilvw",373
"49062","vdeiltw",272
"49063","wdeiltv",323
"49064","eilrtvw",982
"49065","ielrtvw",738
"49066","leirtvw",540
"49067","reiltvw",855
"49068","teilrvw",577
"49069","veilrtw",498
"49070","weilrtv",265
"49071","egilntx",633
"49072","geilntx",595
"49073","ieglntx",737
"49074","legintx",567
"49075","negiltx",699
"49076","tegilnx",572
"49077","xegilnt",100
"49078","eilmrtu",1098
"49079","ielmrtu",772
"49080","leimrtu",642
"49081","meilrtu",721
"49082","reilmtu",912
"49083","teilmru",864
"49084","ueilmrt",397
"49085","ceilmot",439
"49086","ecilmot",586
"49087","icelmot",536
"49088","lceimot",522
"49089","mceilot",409
"49090","oceilmt",514
"49091","tceilmo",562
"49092","dehlprt",453
"49093","edhlprt",745
"49094","hdelprt",203
"49095","ldehprt",380
"49096","pdehlrt",340
"49097","rdehlpt",529
"49098","tdehlpr",414
"49099","abelnty",789
"49100","baelnty",446
"49101","eablnty",734
"49102","labenty",686
"49103","nabelty",532
"49104","tabelny",638
"49105","yabelnt",321
"49106","deflnot",623
"49107","edflnot",778
"49108","fdelnot",327
"49109","ldefnot",426
"49110","ndeflot",431
"49111","odeflnt",575
"49112","tdeflno",450
"49113","ehknort",740
"49114","heknort",326
"49115","kehnort",164
"49116","nehkort",502
"49117","oehknrt",583
"49118","rehknot",709
"49119","tehknor",702
"49120","deilpty",552
"49121","edilpty",692
"49122","idelpty",539
"49123","ldeipty",468
"49124","pdeilty",420
"49125","tdeilpy",454
"49126","ydeilpt",260
"49127","behinrt",307
"49128","ebhinrt",1004
"49129","hbeinrt",335
"49130","ibehnrt",766
"49131","nbehirt",639
"49132","rbehint",843
"49133","tbehinr",840
"49134","aehlprt",1666
"49135","eahlprt",1739
"49136","haelprt",610
"49137","laehprt",1040
"49138","paehlrt",1064
"49139","raehlpt",1438
"49140","taehlpr",1407
"49141","aeikrty",579
"49142","eaikrty",686
"49143","iaekrty",416
"49144","kaeirty",191
"49145","raeikty",756
"49146","taeikry",638
"49147","yaeikrt",202
"49148","aeimrty",1029
"49149","eaimrty",1256
"49150","iaemrty",744
"49151","maeirty",843
"49152","raeimty",1270
"49153","taeimry",1115
"49154","yaeimrt",288
"49155","aeinotz",579
"49156","eainotz",489
"49157","iaenotz",490
"49158","naeiotz",694
"49159","oaeintz",426
"49160","taeinoz",642
"49161","zaeinot",233
"49162","adeintz",635
"49163","daeintz",694
"49164","eadintz",906
"49165","iadentz",643
"49166","nadeitz",864
"49167","tadeinz",741
"49168","zadeint",173
"49169","deiortx",839
"49170","ediortx",1045
"49171","ideortx",628
"49172","odeirtx",667
"49173","rdeiotx",940
"49174","tdeiorx",798
"49175","xdeiort",208
"49176","eghltuy",192
"49177","gehltuy",134
"49178","hegltuy",87
"49179","leghtuy",152
"49180","teghluy",142
"49181","ueghlty",117
"49182","yeghltu",113
"49183","einotuz",212
"49184","ienotuz",215
"49185","neiotuz",263
"49186","oeintuz",180
"49187","teinouz",232
"49188","ueinotz",117
"49189","zeinotu",81
"49190","aeltuxy",246
"49191","ealtuxy",236
"49192","laetuxy",281
"49193","taeluxy",247
"49194","uaeltxy",111
"49195","xaeltuy",85
"49196","yaeltux",133
"49197","aertuxy",368
"49198","eartuxy",412
"49199","raetuxy",473
"49200","taeruxy",438
"49201","uaertxy",177
"49202","xaertuy",78
"49203","yaertux",152
"49204","eirtuxz",245
"49205","iertuxz",161
"49206","reituxz",226
"49207","teiruxz",254
"49208","ueirtxz",100
"49209","xeirtuz",45
"49210","zeirtux",43
"49211","acdehkt",550
"49212","cadehkt",504
"49213","dacehkt",412
"49214","eacdhkt",640
"49215","hacdekt",487
"49216","kacdeht",203
"49217","tacdehk",470
"49218","achilmt",652
"49219","cahilmt",490
"49220","hacilmt",358
"49221","iachlmt",548
"49222","lachimt",565
"49223","machilt",315
"49224","tachilm",446
"49225","ahilmtu",378
"49226","hailmtu",224
"49227","iahlmtu",303
"49228","lahimtu",404
"49229","mahiltu",330
"49230","tahilmu",264
"49231","uahilmt",200
"49232","adhilot",366
"49233","dahilot",217
"49234","hadilot",304
"49235","iadhlot",293
"49236","ladhiot",421
"49237","oadhilt",355
"49238","tadhilo",288
"49239","adehknt",522
"49240","daehknt",453
"49241","eadhknt",657
"49242","hadeknt",247
"49243","kadehnt",177
"49244","nadehkt",499
"49245","tadehkn",456
"49246","aehknrt",922
"49247","eahknrt",1029
"49248","haeknrt",385
"49249","kaehnrt",257
"49250","naehkrt",675
"49251","raehknt",925
"49252","taehknr",970
"49253","aghiknt",435
"49254","gahiknt",521
"49255","hagiknt",250
"49256","iaghknt",614
"49257","kaghint",214
"49258","naghikt",624
"49259","taghikn",475
"49260","aghintw",523
"49261","gahintw",701
"49262","hagintw",260
"49263","iaghntw",758
"49264","naghitw",759
"49265","taghinw",533
"49266","waghint",359
"49267","aeghort",886
"49268","eaghort",1072
"49269","gaehort",587
"49270","haegort",429
"49271","oaeghrt",563
"49272","raeghot",1218
"49273","taeghor",1045
"49274","abehint",455
"49275","baehint",279
"49276","eabhint",485
"49277","habeint",255
"49278","iabehnt",386
"49279","nabehit",519
"49280","tabehin",563
"49281","acehort",1410
"49282","caehort",1353
"49283","eachort",1624
"49284","haceort",1053
"49285","oacehrt",961
"49286","racehot",1717
"49287","tacehor",1656
"49288","eghnoty",261
"49289","gehnoty",132
"49290","hegnoty",134
"49291","neghoty",214
"49292","oeghnty",197
"49293","teghnoy",239
"49294","yeghnot",147
"49295","eghlotu",237
"49296","gehlotu",196
"49297","heglotu",183
"49298","leghotu",243
"49299","oeghltu",250
"49300","teghlou",258
"49301","ueghlot",184
"49302","ehmnoty",406
"49303","hemnoty",209
"49304","mehnoty",339
"49305","nehmoty",338
"49306","oehmnty",351
"49307","tehmnoy",376
"49308","yehmnot",285
"49309","ehiortz",598
"49310","heiortz",345
"49311","iehortz",382
"49312","oehirtz",381
"49313","rehiotz",623
"49314","tehiorz",628
"49315","zehiort",162
"49316","aehprty",1039
"49317","eahprty",1110
"49318","haeprty",471
"49319","paehrty",741
"49320","raehpty",1108
"49321","taehpry",923
"49322","yaehprt",387
"49323","ehimnrt",1307
"49324","heimnrt",349
"49325","iehmnrt",999
"49326","mehinrt",583
"49327","nehimrt",776
"49328","rehimnt",1075
"49329","tehimnr",1145
"49330","aehlmrt",1357
"49331","eahlmrt",1455
"49332","haelmrt",605
"49333","laehmrt",821
"49334","maehlrt",760
"49335","raehlmt",1189
"49336","taehlmr",1189
"49337","dehiort",942
"49338","edhiort",1322
"49339","hdeiort",519
"49340","idehort",751
"49341","odehirt",779
"49342","rdehiot",1193
"49343","tdehior",1019
"49344","eghrtuy",342
"49345","gehrtuy",192
"49346","hegrtuy",142
"49347","reghtuy",317
"49348","teghruy",290
"49349","ueghrty",206
"49350","yeghrtu",129
"49351","adehitz",188
"49352","daehitz",252
"49353","eadhitz",307
"49354","hadeitz",180
"49355","iadehtz",160
"49356","tadehiz",227
"49357","zadehit",96
"49358","ahilotz",248
"49359","hailotz",247
"49360","iahlotz",194
"49361","lahiotz",302
"49362","oahiltz",204
"49363","tahiloz",253
"49364","zahilot",58
"49365","cehikty",201
"49366","echikty",217
"49367","hceikty",214
"49368","icehkty",189
"49369","kcehity",138
"49370","tcehiky",222
"49371","ycehikt",110
"49372","chiklty",238
"49373","hciklty",150
"49374","ichklty",282
"49375","kchilty",66
"49376","lchikty",211
"49377","tchikly",171
"49378","ychiklt",152
"49379","ehirtvy",548
"49380","heirtvy",187
"49381","iehrtvy",380
"49382","rehitvy",505
"49383","tehirvy",422
"49384","vehirty",248
"49385","yehirtv",115
"49386","eghintv",595
"49387","gehintv",575
"49388","hegintv",358
"49389","ieghntv",695
"49390","neghitv",646
"49391","teghinv",553
"49392","veghint",239
"49393","behilmt",155
"49394","ebhilmt",310
"49395","hbeilmt",94
"49396","ibehlmt",238
"49397","lbehimt",254
"49398","mbehilt",136
"49399","tbehilm",236
"49400","dhinotw",160
"49401","hdinotw",92
"49402","idhnotw",211
"49403","ndhiotw",183
"49404","odhintw",213
"49405","tdhinow",152
"49406","wdhinot",124
"49407","aehinot",480
"49408","eahinot",500
"49409","haeinot",203
"49410","iaehnot",467
"49411","naehiot",667
"49412","oaehint",350
"49413","taehino",656
"49414","hilnoty",172
"49415","ihlnoty",273
"49416","lhinoty",260
"49417","nhiloty",210
"49418","ohilnty",254
"49419","thilnoy",221
"49420","yhilnot",189
"49421","ehinopt",566
"49422","heinopt",257
"49423","iehnopt",495
"49424","nehiopt",568
"49425","oehinpt",489
"49426","pehinot",524
"49427","tehinop",621
"49428","aehiopt",203
"49429","eahiopt",291
"49430","haeiopt",169
"49431","iaehopt",212
"49432","oaehipt",196
"49433","paehiot",346
"49434","taehiop",344
"49435","adhinrt",402
"49436","dahinrt",172
"49437","hadinrt",92
"49438","iadhnrt",307
"49439","nadhirt",322
"49440","radhint",326
"49441","tadhinr",324
"49442","dhilrty",94
"49443","hdilrty",66
"49444","idhlrty",151
"49445","ldhirty",111
"49446","rdhilty",88
"49447","tdhilry",99
"49448","ydhilrt",105
"49449","dehilrt",872
"49450","edhilrt",1368
"49451","hdeilrt",401
"49452","idehlrt",1009
"49453","ldehirt",719
"49454","rdehilt",1079
"49455","tdehilr",839
"49456","ghilnrt",560
"49457","hgilnrt",272
"49458","ighlnrt",625
"49459","lghinrt",326
"49460","nghilrt",509
"49461","rghilnt",241
"49462","tghilnr",415
"49463","deghnot",475
"49464","edghnot",571
"49465","gdehnot",276
"49466","hdegnot",237
"49467","ndeghot",354
"49468","odeghnt",457
"49469","tdeghno",367
"49470","himortu",127
"49471","ihmortu",81
"49472","mhiortu",162
"49473","ohimrtu",235
"49474","rhimotu",223
"49475","thimoru",217
"49476","uhimort",162
"49477","fghlotu",83
"49478","gfhlotu",110
"49479","hfglotu",112
"49480","lfghotu",111
"49481","ofghltu",183
"49482","tfghlou",140
"49483","ufghlot",143
"49484","cehnprt",307
"49485","echnprt",665
"49486","hcenprt",220
"49487","ncehprt",361
"49488","pcehnrt",286
"49489","rcehnpt",535
"49490","tcehnpr",528
"49491","ehnprty",576
"49492","henprty",156
"49493","nehprty",312
"49494","pehnrty",280
"49495","rehnpty",415
"49496","tehnpry",441
"49497","yehnprt",220
"49498","fhilrty",132
"49499","hfilrty",118
"49500","ifhlrty",194
"49501","lfhirty",127
"49502","rfhilty",106
"49503","tfhilry",157
"49504","yfhilrt",109
"49505","dehirtv",761
"49506","edhirtv",1195
"49507","hdeirtv",281
"49508","idehrtv",867
"49509","rdehitv",1011
"49510","tdehirv",702
"49511","vdehirt",514
"49512","ehinrtv",1238
"49513","heinrtv",301
"49514","iehnrtv",916
"49515","nehirtv",796
"49516","rehintv",1047
"49517","tehinrv",971
"49518","vehinrt",499
"49519","ghinrtv",341
"49520","hginrtv",158
"49521","ighnrtv",352
"49522","nghirtv",303
"49523","rghintv",170
"49524","tghinrv",229
"49525","vghinrt",53
"49526","adehort",1301
"49527","daehort",1299
"49528","eadhort",1775
"49529","hadeort",789
"49530","oadehrt",849
"49531","radehot",1717
"49532","tadehor",1366
"49533","aehiort",779
"49534","eahiort",1075
"49535","haeiort",537
"49536","iaehort",586
"49537","oaehirt",480
"49538","raehiot",1243
"49539","taehior",1162
"49540","bhimort",143
"49541","hbimort",116
"49542","ibhmort",117
"49543","mbhiort",109
"49544","obhimrt",236
"49545","rbhimot",176
"49546","tbhimor",192
"49547","dehlort",926
"49548","edhlort",1331
"49549","hdelort",534
"49550","ldehort",733
"49551","odehlrt",1051
"49552","rdehlot",1037
"49553","tdehlor",905
"49554","ghoprtu",151
"49555","hgoprtu",195
"49556","oghprtu",345
"49557","pghortu",173
"49558","rghoptu",271
"49559","tghopru",327
"49560","ughoprt",252
"49561","ahortwy",340
"49562","haortwy",259
"49563","oahrtwy",329
"49564","rahotwy",397
"49565","tahorwy",360
"49566","wahorty",182
"49567","yahortw",210
"49568","ehimrtu",751
"49569","heimrtu",250
"49570","iehmrtu",475
"49571","mehirtu",476
"49572","rehimtu",718
"49573","tehimru",614
"49574","uehimrt",246
"49575","ahrtuwy",190
"49576","hartuwy",120
"49577","rahtuwy",180
"49578","tahruwy",169
"49579","uahrtwy",77
"49580","wahrtuy",73
"49581","yahrtuw",112
"49582","bdehmtu",166
"49583","dbehmtu",252
"49584","ebdhmtu",313
"49585","hbdemtu",110
"49586","mbdehtu",153
"49587","tbdehmu",202
"49588","ubdehmt",208
"49589","dehmptu",273
"49590","edhmptu",352
"49591","hdemptu",125
"49592","mdehptu",197
"49593","pdehmtu",208
"49594","tdehmpu",236
"49595","udehmpt",231
"49596","ehmprtu",582
"49597","hemprtu",177
"49598","mehprtu",345
"49599","pehmrtu",319
"49600","rehmptu",529
"49601","tehmpru",479
"49602","uehmprt",337
"49603","dehkntu",341
"49604","edhkntu",417
"49605","hdekntu",104
"49606","kdehntu",108
"49607","ndehktu",313
"49608","tdehknu",241
"49609","udehknt",247
"49610","ghikntu",402
"49611","hgikntu",218
"49612","ighkntu",447
"49613","kghintu",176
"49614","nghiktu",426
"49615","tghiknu",342
"49616","ughiknt",217
"49617","efhirtu",694
"49618","fehirtu",429
"49619","hefirtu",253
"49620","iefhrtu",448
"49621","refhitu",673
"49622","tefhiru",573
"49623","uefhirt",237
"49624","ahlrtwy",347
"49625","halrtwy",149
"49626","lahrtwy",214
"49627","rahltwy",220
"49628","tahlrwy",217
"49629","wahlrty",133
"49630","yahlrtw",192
"49631","ehimnty",368
"49632","heimnty",190
"49633","iehmnty",277
"49634","mehinty",215
"49635","nehimty",333
"49636","tehimny",365
"49637","yehimnt",183
"49638","ahnorty",478
"49639","hanorty",215
"49640","nahorty",321
"49641","oahnrty",420
"49642","rahnoty",495
"49643","tahnory",481
"49644","yahnort",264
"49645","dhiorty",180
"49646","hdiorty",137
"49647","idhorty",161
"49648","odhirty",239
"49649","rdhioty",178
"49650","tdhiory",219
"49651","ydhiort",127
"49652","cegiknt",199
"49653","ecgiknt",364
"49654","gceiknt",363
"49655","icegknt",506
"49656","kcegint",233
"49657","ncegikt",499
"49658","tcegikn",351
"49659","cdeiklt",414
"49660","dceiklt",547
"49661","ecdiklt",756
"49662","icdeklt",642
"49663","kcdeilt",339
"49664","lcdeikt",492
"49665","tcdeikl",449
"49666","ceiklrt",572
"49667","eciklrt",979
"49668","iceklrt",861
"49669","kceilrt",383
"49670","lceikrt",627
"49671","rceiklt",810
"49672","tceiklr",767
"49673","cgiklnt",198
"49674","gciklnt",417
"49675","icgklnt",517
"49676","kcgilnt",219
"49677","lcgiknt",328
"49678","ncgiklt",463
"49679","tcgikln",256
"49680","acdeikt",462
"49681","cadeikt",581
"49682","daceikt",582
"49683","eacdikt",630
"49684","iacdekt",563
"49685","kacdeit",244
"49686","tacdeik",491
